time (s),reference,Peltier,x = 0.1cm,x = 2.1cm,x = 6.1cm,x = 14.1cm,x = 30.1cm,x = 62.2cm
914,24.293,17.698,18.043,18.074,19.047,21.59,24.513,25.142
915,24.073,18.106,18.043,18.106,19.078,21.559,24.513,25.142
916,23.978,18.325,18.074,18.137,19.078,21.559,24.481,25.142
917,24.23,17.98,18.168,18.168,19.11,21.559,24.513,25.142
918,24.073,18.137,18.168,18.2,19.11,21.559,24.45,25.142
919,23.915,18.576,18.2,18.262,19.173,21.559,24.45,25.11
920,24.167,18.294,18.294,18.294,19.141,21.559,24.481,25.142
921,24.23,18.231,18.294,18.325,19.204,21.559,24.481,25.11
922,23.915,18.796,18.357,18.357,19.204,21.559,24.45,25.11
923,24.073,18.608,18.419,18.388,19.235,21.559,24.45,25.11
924,24.293,18.294,18.419,18.451,19.235,21.559,24.45,25.11
925,24.01,18.859,18.451,18.482,19.267,21.559,24.45,25.142
926,24.01,18.953,18.545,18.513,19.298,21.559,24.45,25.142
927,24.23,18.545,18.608,18.545,19.267,21.527,24.45,25.11
928,24.104,18.89,18.639,18.576,19.329,21.559,24.418,25.142
929,23.947,19.204,18.67,18.608,19.329,21.559,24.387,25.11
930,24.198,18.827,18.765,18.67,19.361,21.559,24.418,25.142
931,24.135,18.953,18.765,18.733,19.361,21.59,24.418,25.142
932,23.915,19.424,18.827,18.765,19.392,21.559,24.418,25.142
933,24.104,19.173,18.89,18.796,19.424,21.559,24.418,25.11
934,24.198,19.016,18.921,18.827,19.455,21.527,24.418,25.142
935,23.821,19.612,18.953,18.859,19.455,21.559,24.387,25.11
936,24.041,19.486,19.047,18.921,19.486,21.559,24.387,25.11
937,24.23,19.141,19.11,18.953,19.486,21.559,24.387,25.142
938,23.947,19.675,19.11,19.016,19.518,21.559,24.387,25.142
939,23.978,19.832,19.173,19.016,19.518,21.559,24.387,25.142
940,24.23,19.424,19.235,19.078,19.581,21.559,24.387,25.11
941,24.073,19.643,19.267,19.141,19.581,21.559,24.355,25.11
942,23.884,20.083,19.298,19.173,19.612,21.559,24.355,25.142
943,24.104,19.8,19.392,19.204,19.612,21.59,24.355,25.142
944,24.167,19.675,19.455,19.235,19.643,21.59,24.355,25.142
945,23.884,20.271,19.455,19.298,19.675,21.59,24.355,25.11
946,24.041,20.146,19.549,19.329,19.706,21.59,24.324,25.142
947,24.198,19.832,19.581,19.392,19.738,21.59,24.355,25.11
948,23.947,20.397,19.643,19.424,19.738,21.59,24.324,25.142
949,23.947,20.428,19.706,19.455,19.769,21.59,24.324,25.11
950,24.198,20.02,19.738,19.518,19.8,21.59,24.324,25.142
951,24.01,20.428,19.769,19.549,19.832,21.59,24.324,25.142
952,23.884,20.711,19.832,19.581,19.863,21.59,24.324,25.142
953,24.104,20.303,19.894,19.643,19.863,21.59,24.324,25.173
954,24.073,20.491,19.957,19.675,19.894,21.59,24.324,25.142
955,23.821,20.993,19.989,19.706,19.926,21.622,24.293,25.142
956,24.01,20.742,20.083,19.769,19.957,21.622,24.293,25.142
957,24.167,20.585,20.114,19.832,19.989,21.59,24.293,25.142
958,23.853,21.15,20.146,19.832,19.989,21.59,24.261,25.142
959,23.978,21.056,20.24,19.894,20.02,21.622,24.293,25.142
960,24.198,20.711,20.271,19.957,20.051,21.653,24.293,25.11
961,23.884,21.245,20.303,20.02,20.083,21.622,24.261,25.142
962,23.884,21.37,20.365,20.02,20.083,21.653,24.261,25.142
963,24.167,20.962,20.46,20.083,20.114,21.653,24.261,25.142
964,24.01,21.245,20.46,20.146,20.177,21.653,24.261,25.142
965,23.853,21.653,20.522,20.177,20.177,21.653,24.23,25.11
966,24.104,21.307,20.617,20.24,20.208,21.653,24.23,25.142
967,24.104,21.307,20.648,20.271,20.271,21.653,24.261,25.142
968,23.79,21.904,20.679,20.334,20.24,21.653,24.23,25.142
969,23.978,21.684,20.774,20.365,20.271,21.653,24.261,25.142
970,24.135,21.465,20.805,20.428,20.303,21.684,24.23,25.142
971,23.821,22.061,20.836,20.46,20.365,21.684,24.198,25.142
972,23.915,21.999,20.899,20.491,20.365,21.684,24.23,25.142
973,24.167,21.622,20.993,20.554,20.397,21.716,24.198,25.142
974,23.915,22.124,20.993,20.617,20.428,21.716,24.23,25.142
975,23.884,22.313,21.088,20.679,20.46,21.716,24.23,25.142
976,24.104,21.873,21.15,20.711,20.491,21.684,24.198,25.11
977,23.978,22.187,21.182,20.742,20.491,21.684,24.198,25.11
978,23.821,22.533,21.245,20.774,20.522,21.716,24.23,25.142
979,24.041,22.156,21.37,20.868,20.585,21.716,24.198,25.142
980,24.041,22.281,21.37,20.899,20.617,21.716,24.167,25.11
981,23.727,22.847,21.402,20.962,20.648,21.747,24.167,25.173
982,23.978,22.564,21.496,20.993,20.648,21.716,24.167,25.142
983,24.073,22.407,21.527,21.025,20.679,21.747,24.167,25.142
984,23.79,23.035,21.59,21.088,20.711,21.747,24.167,25.142
985,23.853,22.878,21.684,21.15,20.742,21.779,24.198,25.142
986,24.104,22.564,21.716,21.213,20.742,21.779,24.167,25.142
987,23.821,23.161,21.747,21.245,20.805,21.779,24.167,25.142
988,23.884,23.13,21.841,21.276,20.836,21.779,24.167,25.173
989,24.135,22.784,21.873,21.37,20.868,21.779,24.167,25.173
990,23.821,23.287,21.936,21.402,20.899,21.779,24.135,25.142
991,23.853,23.444,21.999,21.433,20.962,21.81,24.135,25.142
992,24.104,23.004,22.061,21.496,20.962,21.841,24.135,25.142
993,23.947,23.318,22.093,21.527,20.993,21.841,24.135,25.142
994,23.79,23.727,22.187,21.59,21.025,21.841,24.135,25.142
995,24.01,23.318,22.218,21.622,21.056,21.841,24.135,25.142
996,24.01,23.381,22.25,21.716,21.056,21.873,24.135,25.142
997,23.727,24.01,22.313,21.747,21.119,21.841,24.135,25.142
998,23.915,23.758,22.407,21.81,21.15,21.873,24.104,25.142
999,24.073,23.57,22.47,21.841,21.15,21.873,24.135,25.11
1000,23.79,24.135,22.501,21.904,21.213,21.873,24.135,25.142
1001,23.884,24.073,22.564,21.936,21.245,21.904,24.104,25.142
1002,24.104,23.695,22.627,21.999,21.307,21.904,24.104,25.11
1003,23.821,24.261,22.658,22.093,21.307,21.904,24.135,25.142
1004,23.821,24.387,22.753,22.124,21.339,21.904,24.104,25.142
1005,24.073,23.947,22.815,22.156,21.37,21.936,24.104,25.173
1006,23.915,24.324,22.847,22.218,21.402,21.936,24.073,25.142
1007,23.758,24.67,22.91,22.25,21.433,21.936,24.104,25.142
1008,24.041,24.23,23.004,22.344,21.465,21.967,24.104,25.142
1009,23.978,24.387,23.035,22.375,21.496,21.936,24.073,25.142
1010,23.695,24.984,23.067,22.407,21.559,21.936,24.073,25.142
1011,23.915,24.733,23.161,22.438,21.559,21.967,24.073,25.142
1012,24.041,24.481,23.224,22.533,21.622,21.967,24.104,25.142
1013,23.79,25.11,23.224,22.595,21.622,21.999,24.073,25.173
1014,23.884,24.984,23.35,22.627,21.684,22.03,24.073,25.173
1015,24.073,24.67,23.412,22.69,21.716,22.03,24.073,25.173
1016,23.79,25.236,23.444,22.753,21.747,22.061,24.073,25.142
1017,23.821,25.299,23.507,22.784,21.779,22.061,24.073,25.142
1018,24.073,24.89,23.57,22.847,21.841,22.03,24.073,25.142
1019,23.884,25.33,23.632,22.91,21.873,22.061,24.073,25.142
1020,23.758,25.55,23.695,22.941,21.841,22.093,24.041,25.11
1021,24.041,25.142,23.79,23.004,21.904,22.093,24.073,25.142
1022,23.915,25.393,23.79,23.035,21.936,22.124,24.073,25.142
1023,23.695,25.865,23.821,23.098,21.999,22.124,24.041,25.142
1024,23.947,25.487,23.947,23.161,22.03,22.124,24.041,25.142
1025,23.978,25.55,23.947,23.224,22.061,22.124,24.041,25.142
1026,23.695,26.117,24.01,23.255,22.061,22.156,24.041,25.142
1027,23.915,25.833,24.135,23.318,22.124,22.156,24.041,25.142
1028,24.01,25.676,24.198,23.381,22.124,22.187,24.073,25.142
1029,23.727,26.274,24.198,23.412,22.187,22.156,24.041,25.142
1030,23.853,26.148,24.261,23.444,22.218,22.187,24.041,25.142
1031,24.041,25.865,24.355,23.538,22.25,22.187,24.041,25.142
1032,23.727,26.431,24.387,23.601,22.281,22.187,24.041,25.142
1033,23.821,26.431,24.45,23.632,22.313,22.25,24.01,25.142
1034,24.073,26.022,24.544,23.727,22.375,22.25,24.01,25.142
1035,23.821,26.557,24.544,23.758,22.407,22.25,24.01,25.142
1036,23.79,26.714,24.607,23.79,22.438,22.281,24.01,25.173
1037,24.041,26.274,24.701,23.884,22.438,22.281,24.01,25.142
1038,23.884,26.651,24.733,23.915,22.533,22.281,24.01,25.142
1039,23.695,26.997,24.796,23.947,22.533,22.313,24.041,25.142
1040,23.978,26.588,24.89,24.01,22.564,22.313,23.978,25.11
1041,23.947,26.683,24.921,24.073,22.627,22.313,24.01,25.142
1042,23.695,27.281,24.953,24.135,22.658,22.313,24.01,25.142
1043,23.884,27.029,25.047,24.167,22.69,22.375,24.01,25.142
1044,24.01,26.809,25.142,24.23,22.753,22.375,23.978,25.142
1045,23.695,27.406,25.173,24.293,22.753,22.375,24.01,25.142
1046,23.821,27.344,25.236,24.355,22.815,22.375,23.978,25.142
1047,24.041,27.029,25.299,24.387,22.847,22.407,24.01,25.173
1048,23.758,27.532,25.33,24.45,22.878,22.438,23.978,25.173
1049,23.79,27.595,25.425,24.513,22.91,22.438,23.978,25.173
1050,24.01,27.186,25.487,24.544,22.941,22.438,24.01,25.173
1051,23.821,27.564,25.487,24.576,22.973,22.438,23.978,25.142
1052,23.727,27.91,25.582,24.638,23.035,22.501,23.978,25.142
1053,24.01,27.469,25.676,24.733,23.098,22.47,23.978,25.142
1054,23.947,27.627,25.708,24.764,23.098,22.501,23.978,25.142
1055,23.695,28.193,25.708,24.827,23.13,22.533,23.978,25.142
1056,23.884,27.91,25.833,24.859,23.192,22.533,24.01,25.142
1057,24.01,27.69,25.896,24.921,23.224,22.564,23.978,25.142
1058,23.695,28.319,25.896,24.984,23.255,22.564,23.978,25.142
1059,23.79,28.256,26.022,25.079,23.287,22.564,23.978,25.142
1060,24.01,27.879,26.054,25.079,23.318,22.595,23.978,25.142
1061,23.821,28.414,26.085,25.142,23.35,22.595,23.978,25.142
1062,23.758,28.54,26.179,25.204,23.412,22.627,23.978,25.11
1063,24.01,28.13,26.242,25.267,23.444,22.627,23.947,25.173
1064,23.79,28.571,26.274,25.299,23.475,22.658,23.978,25.142
1065,23.758,28.76,26.337,25.362,23.507,22.658,23.978,25.173
1066,24.041,28.319,26.431,25.425,23.538,22.69,23.978,25.142
1067,23.884,28.697,26.463,25.456,23.601,22.69,23.978,25.142
1068,23.727,29.012,26.525,25.55,23.632,22.721,23.978,25.142
1069,24.01,28.603,26.588,25.582,23.664,22.721,23.947,25.142
1070,23.853,28.823,26.62,25.613,23.695,22.753,23.978,25.142
1071,23.632,29.264,26.651,25.645,23.758,22.784,23.947,25.142
1072,23.947,28.886,26.777,25.739,23.758,22.784,23.947,25.142
1073,23.947,28.854,26.809,25.802,23.821,22.784,23.947,25.173
1074,23.632,29.484,26.872,25.833,23.853,22.815,23.947,25.173
1075,23.853,29.295,26.934,25.896,23.915,22.815,23.978,25.142
1076,24.01,28.98,26.997,25.959,23.947,22.847,23.947,25.142
1077,23.727,29.547,27.029,25.991,23.978,22.847,23.978,25.142
1078,23.821,29.547,27.123,26.022,23.978,22.878,23.947,25.142
1079,23.978,29.201,27.155,26.085,24.073,22.878,23.947,25.142
1080,23.727,29.736,27.218,26.148,24.073,22.91,23.978,25.142
1081,23.758,29.831,27.281,26.211,24.135,22.941,23.978,25.142
1082,24.041,29.39,27.312,26.274,24.167,22.941,23.947,25.142
1083,23.821,29.799,27.344,26.305,24.198,22.941,23.947,25.142
1084,23.695,30.114,27.438,26.368,24.23,22.973,23.947,25.142
1085,24.01,29.642,27.501,26.431,24.293,22.973,23.947,25.142
1086,23.915,29.831,27.532,26.463,24.293,23.004,23.915,25.142
1087,23.695,30.366,27.595,26.525,24.355,23.067,23.947,25.11
1088,23.915,30.019,27.69,26.588,24.387,23.035,23.947,25.142
1089,24.01,29.893,27.69,26.62,24.418,23.035,23.947,25.11
1090,23.695,30.523,27.753,26.683,24.481,23.098,23.947,25.142
1091,23.821,30.397,27.816,26.714,24.513,23.098,23.947,25.142
1092,24.041,30.019,27.879,26.777,24.544,23.098,23.978,25.142
1093,23.758,30.586,27.91,26.84,24.576,23.13,23.978,25.142
1094,23.79,30.649,28.004,26.872,24.607,23.13,23.915,25.142
1095,24.041,30.24,28.067,26.934,24.67,23.161,23.947,25.142
1096,23.821,30.649,28.067,26.997,24.701,23.192,23.978,25.142
1097,23.727,30.901,28.162,27.06,24.701,23.192,23.947,25.142
1098,24.01,30.429,28.256,27.092,24.764,23.224,23.947,25.142
1099,23.853,30.744,28.256,27.155,24.827,23.224,23.947,25.142
1100,23.695,31.154,28.319,27.186,24.859,23.255,23.947,25.142
1101,23.978,30.712,28.414,27.249,24.89,23.287,23.947,25.142
1102,23.947,30.807,28.414,27.281,24.921,23.287,23.978,25.142
1103,23.695,31.343,28.445,27.344,24.984,23.318,23.947,25.142
1104,23.915,31.059,28.571,27.375,25.016,23.287,23.947,25.142
1105,24.041,30.807,28.603,27.438,25.047,23.35,23.947,25.142
1106,23.695,31.437,28.634,27.501,25.11,23.35,23.978,25.173
1107,23.79,31.406,28.665,27.532,25.142,23.381,23.947,25.11
1108,24.01,31.027,28.76,27.595,25.173,23.381,23.947,25.142
1109,23.79,31.532,28.791,27.658,25.204,23.412,23.978,25.142
1110,23.727,31.689,28.854,27.69,25.236,23.444,23.947,25.142
1111,24.01,31.217,28.949,27.753,25.267,23.444,23.978,25.142
1112,23.853,31.532,28.917,27.816,25.299,23.475,23.978,25.142
1113,23.727,31.878,29.012,27.847,25.362,23.475,23.947,25.142
1114,24.01,31.437,29.075,27.879,25.393,23.507,23.947,25.142
1115,23.884,31.626,29.106,27.941,25.425,23.538,23.947,25.142
1116,23.664,32.13,29.138,28.004,25.456,23.538,23.947,25.142
1117,23.915,31.752,29.232,28.036,25.519,23.538,23.947,25.11
1118,24.01,31.658,29.232,28.099,25.55,23.601,23.947,25.142
1119,23.758,32.256,29.295,28.13,25.582,23.601,23.947,25.11
1120,23.821,32.099,29.39,28.162,25.582,23.632,23.947,25.142
1121,24.01,31.752,29.453,28.193,25.645,23.664,23.947,25.142
1122,23.758,32.319,29.453,28.288,25.708,23.664,23.978,25.142
1123,23.79,32.383,29.547,28.351,25.708,23.664,23.947,25.11
1124,24.041,31.91,29.547,28.382,25.771,23.695,23.978,25.11
1125,23.821,32.319,29.61,28.414,25.802,23.695,23.947,25.142
1126,23.727,32.635,29.673,28.477,25.833,23.727,23.947,25.11
1127,24.01,32.162,29.736,28.508,25.865,23.758,23.978,25.142
1128,23.884,32.383,29.768,28.571,25.928,23.758,23.947,25.142
1129,23.727,32.792,29.799,28.634,25.959,23.79,23.978,25.142
1130,24.01,32.383,29.862,28.665,25.991,23.79,23.978,25.142
1131,23.978,32.383,29.893,28.697,26.022,23.821,23.978,25.142
1132,23.695,32.981,29.925,28.76,26.085,23.853,23.947,25.142
1133,23.853,32.729,30.019,28.791,26.085,23.853,23.978,25.142
1134,24.041,32.446,30.051,28.886,26.117,23.884,24.01,25.142
1135,23.758,33.044,30.051,28.886,26.179,23.884,23.978,25.11
1136,23.884,32.981,30.177,28.949,26.211,23.915,23.978,25.142
1137,24.041,32.635,30.177,28.98,26.242,23.947,23.947,25.142
1138,23.79,33.139,30.208,29.012,26.274,23.978,23.978,25.142
1139,23.79,33.202,30.303,29.075,26.305,24.01,23.978,25.11
1140,24.041,32.729,30.334,29.138,26.337,23.978,23.978,25.142
1141,23.821,33.171,30.366,29.169,26.368,24.01,23.978,25.11
1142,23.727,33.454,30.429,29.232,26.431,24.041,23.978,25.173
1143,24.041,32.95,30.492,29.264,26.494,24.073,24.01,25.142
1144,23.915,33.171,30.492,29.295,26.525,24.073,23.978,25.142
1145,23.695,33.644,30.555,29.327,26.557,24.104,24.01,25.142
1146,23.947,33.265,30.649,29.39,26.557,24.135,24.01,25.11
1147,24.041,33.139,30.618,29.453,26.588,24.135,23.978,25.11
1148,23.727,33.77,30.649,29.453,26.651,24.135,24.01,25.173
1149,23.884,33.549,30.744,29.516,26.683,24.167,24.01,25.142
1150,24.073,33.234,30.807,29.547,26.714,24.198,24.01,25.142
1151,23.79,33.77,30.807,29.61,26.746,24.23,24.01,25.142
1152,23.79,33.864,30.901,29.642,26.777,24.261,24.01,25.11
1153,24.073,33.36,30.933,29.673,26.809,24.261,24.01,25.142
1154,23.821,33.707,30.933,29.736,26.872,24.261,24.01,25.11
1155,23.727,34.022,30.996,29.768,26.903,24.293,24.01,25.142
1156,24.041,33.549,31.059,29.831,26.934,24.324,24.01,25.142
1157,23.947,33.738,31.091,29.831,26.966,24.324,24.01,25.142
1158,23.695,34.211,31.091,29.862,27.029,24.355,24.01,25.142
1159,23.978,33.864,31.185,29.925,27.029,24.387,24.01,25.142
1160,24.041,33.707,31.217,29.956,27.06,24.418,24.041,25.142
1161,23.727,34.337,31.185,30.019,27.123,24.418,24.01,25.11
1162,23.821,34.211,31.311,30.019,27.123,24.45,24.041,25.173
1163,24.073,33.77,31.343,30.114,27.155,24.45,24.041,25.11
1164,23.821,34.274,31.343,30.114,27.218,24.481,24.01,25.11
1165,23.758,34.4,31.406,30.177,27.249,24.513,24.041,25.142
1166,24.041,33.959,31.437,30.208,27.249,24.544,24.041,25.11
1167,23.915,34.306,31.437,30.271,27.312,24.544,24.041,25.11
1168,23.758,34.59,31.532,30.271,27.312,24.544,24.041,25.11
1169,24.041,34.085,31.595,30.334,27.375,24.576,24.041,25.142
1170,23.947,34.274,31.595,30.366,27.406,24.576,24.041,25.142
1171,23.695,34.779,31.626,30.397,27.438,24.607,24.041,25.11
1172,23.978,34.369,31.721,30.46,27.469,24.67,24.073,25.142
1173,24.041,34.211,31.689,30.492,27.501,24.638,24.041,25.142
1174,23.727,34.842,31.721,30.492,27.564,24.67,24.041,25.142
1175,23.853,34.684,31.784,30.555,27.564,24.701,24.073,25.142
1176,24.073,34.274,31.815,30.586,27.595,24.733,24.073,25.142
1177,23.821,34.81,31.847,30.618,27.658,24.764,24.041,25.11
1178,23.821,34.905,31.878,30.681,27.658,24.764,24.073,25.142
1179,24.073,34.4,31.941,30.681,27.69,24.764,24.073,25.142
1180,23.884,34.779,31.941,30.712,27.721,24.796,24.073,25.142
1181,23.79,35.063,31.973,30.775,27.784,24.827,24.073,25.142
1182,24.073,34.558,32.067,30.807,27.816,24.859,24.073,25.142
1183,23.978,34.747,32.036,30.838,27.816,24.859,24.073,25.11
1184,23.758,35.252,32.099,30.87,27.816,24.859,24.073,25.142
1185,23.978,34.874,32.13,30.87,27.879,24.921,24.104,25.11
1186,24.073,34.684,32.162,30.964,27.91,24.921,24.073,25.11
1187,23.79,35.284,32.193,30.996,27.941,24.921,24.073,25.11
1188,23.884,35.126,32.256,30.996,27.973,24.953,24.073,25.142
1189,24.104,34.716,32.256,31.027,28.004,24.984,24.104,25.142
1190,23.884,35.189,32.288,31.059,28.099,24.984,24.073,25.142
1191,23.758,35.347,32.319,31.122,28.099,25.016,24.073,25.11
1192,24.104,34.842,32.383,31.154,28.13,25.047,24.073,25.142
1193,23.947,35.094,32.383,31.185,28.13,25.047,24.104,25.142
1194,23.79,35.504,32.414,31.217,28.162,25.079,24.104,25.11
1195,24.073,35.063,32.446,31.248,28.193,25.11,24.104,25.11
1196,24.041,35.031,32.477,31.28,28.256,25.142,24.104,25.11
1197,23.758,35.568,32.477,31.311,28.288,25.142,24.135,25.142
1198,23.915,35.284,32.54,31.343,28.288,25.204,24.104,25.142
1199,24.104,35.031,32.572,31.343,28.319,25.204,24.135,25.11
1200,23.79,35.599,32.54,31.374,28.351,25.204,24.135,25.11
1201,23.884,35.599,32.635,31.437,28.382,25.236,24.135,25.11
1202,24.135,35.094,32.698,31.437,28.382,25.236,24.135,25.11
1203,23.915,35.504,32.635,31.469,28.445,25.267,24.135,25.11
1204,23.79,35.725,32.698,31.532,28.477,25.267,24.167,25.142
1205,24.104,35.252,32.761,31.532,28.508,25.299,24.167,25.11
1206,24.073,35.347,32.729,31.595,28.508,25.33,24.135,25.142
1207,23.79,35.883,32.761,31.595,28.54,25.362,24.135,25.142
1208,24.01,35.536,32.855,31.626,28.571,25.362,24.167,25.142
1209,24.135,35.284,32.855,31.658,28.603,25.393,24.167,25.142
1210,23.79,35.82,32.855,31.689,28.634,25.393,24.167,25.11
1211,23.915,35.788,32.918,31.721,28.665,25.456,24.198,25.142
1212,24.167,35.315,32.95,31.752,28.665,25.456,24.167,25.11
1213,23.915,35.788,32.918,31.784,28.728,25.487,24.198,25.11
1214,23.853,35.978,32.981,31.784,28.728,25.487,24.167,25.11
1215,24.135,35.473,32.981,31.815,28.76,25.487,24.198,25.142
1216,23.978,35.662,33.013,31.847,28.823,25.55,24.198,25.11
1217,23.821,36.072,33.044,31.878,28.823,25.55,24.198,25.142
1218,24.073,35.631,33.076,31.878,28.886,25.582,24.198,25.11
1219,24.104,35.536,33.076,31.91,28.886,25.582,24.198,25.11
1220,23.821,36.104,33.076,31.941,28.917,25.582,24.198,25.11
1221,24.01,35.883,33.139,31.973,28.917,25.645,24.23,25.11
1222,24.198,35.536,33.171,31.973,28.949,25.645,24.23,25.11
1223,23.884,36.072,33.139,32.004,28.98,25.676,24.198,25.142
1224,23.915,36.072,33.202,32.036,28.98,25.676,24.23,25.142
1225,24.167,35.599,33.234,32.067,29.043,25.708,24.261,25.11
1226,23.978,35.946,33.202,32.099,29.043,25.739,24.23,25.142
1227,23.884,36.199,33.265,32.099,29.075,25.739,24.23,25.11
1228,24.167,35.694,33.297,32.13,29.106,25.771,24.23,25.142
1229,24.041,35.852,33.265,32.193,29.138,25.802,24.23,25.142
1230,23.853,36.293,33.297,32.162,29.169,25.802,24.23,25.11
1231,24.104,35.852,33.36,32.193,29.169,25.833,24.261,25.142
1232,24.135,35.757,33.36,32.225,29.169,25.833,24.261,25.142
1233,23.853,36.325,33.328,32.256,29.201,25.833,24.261,25.11
1234,24.01,36.041,33.423,32.256,29.264,25.896,24.261,25.11
1235,24.198,35.725,33.391,32.319,29.295,25.865,24.261,25.11
1236,23.915,36.262,33.391,32.319,29.295,25.928,24.261,25.11
1237,23.978,36.199,33.454,32.319,29.327,25.959,24.261,25.11
1238,24.23,35.757,33.486,32.351,29.358,25.928,24.261,25.11
1239,24.01,36.167,33.454,32.383,29.358,25.959,24.261,25.11
1240,23.884,36.356,33.486,32.383,29.39,25.991,24.293,25.11
1241,24.23,35.82,33.517,32.414,29.421,26.022,24.293,25.11
1242,24.135,35.946,33.486,32.446,29.421,26.022,24.293,25.11
1243,23.853,36.451,33.517,32.446,29.453,26.022,24.324,25.11
1244,24.135,36.041,33.549,32.446,29.484,26.085,24.293,25.11
1245,24.198,35.82,33.549,32.477,29.484,26.085,24.324,25.11
1246,23.915,36.42,33.549,32.509,29.484,26.085,24.324,25.11
1247,24.041,36.262,33.58,32.509,29.547,26.117,24.355,25.11
1248,24.23,35.82,33.612,32.509,29.547,26.148,24.324,25.11
1249,23.947,36.293,33.58,32.54,29.579,26.148,24.324,25.11
1250,23.978,36.356,33.644,32.54,29.61,26.179,24.324,25.11
1251,24.261,35.82,33.612,32.572,29.61,26.179,24.324,25.11
1252,24.104,36.136,33.644,32.603,29.642,26.211,24.355,25.11
1253,23.947,36.42,33.644,32.603,29.673,26.211,24.355,25.11
1254,24.198,35.946,33.707,32.635,29.673,26.274,24.387,25.11
1255,24.198,36.041,33.644,32.635,29.705,26.242,24.355,25.11
1256,23.884,36.514,33.675,32.635,29.736,26.274,24.355,25.11
1257,24.135,36.136,33.738,32.666,29.705,26.305,24.387,25.11
1258,24.261,35.852,33.707,32.666,29.768,26.337,24.387,25.11
1259,23.947,36.451,33.675,32.698,29.768,26.337,24.387,25.11
1260,24.01,36.356,33.738,32.698,29.799,26.368,24.387,25.11
1261,24.293,35.82,33.801,32.698,29.799,26.337,24.418,25.11
1262,24.073,36.167,33.738,32.729,29.831,26.4,24.387,25.11
1263,23.978,36.451,33.738,32.761,29.862,26.4,24.418,25.142
1264,24.261,35.915,33.77,32.729,29.862,26.431,24.418,25.11
1265,24.198,35.946,33.738,32.761,29.893,26.463,24.387,25.11
1266,23.915,36.483,33.738,32.761,29.893,26.431,24.418,25.11
1267,24.135,36.104,33.77,32.761,29.925,26.463,24.45,25.142
1268,24.293,35.82,33.77,32.792,29.925,26.494,24.418,25.11
1269,23.947,36.356,33.77,32.792,29.956,26.494,24.45,25.11
1270,24.041,36.293,33.77,32.792,29.956,26.525,24.418,25.079
1271,24.324,35.757,33.801,32.824,29.988,26.557,24.45,25.11
1272,24.073,36.136,33.77,32.792,30.019,26.557,24.418,25.11
1273,23.978,36.388,33.801,32.824,30.019,26.588,24.45,25.11
1274,24.293,35.852,33.801,32.824,29.988,26.588,24.45,25.11
1275,24.198,35.946,33.77,32.855,30.051,26.62,24.45,25.11
1276,23.978,36.42,33.77,32.855,30.019,26.62,24.481,25.142
1277,24.198,36.009,33.801,32.855,30.051,26.651,24.481,25.11
1278,24.293,35.788,33.801,32.887,30.082,26.651,24.481,25.11
1279,24.01,36.356,33.77,32.887,30.114,26.651,24.513,25.11
1280,24.104,36.136,33.801,32.887,30.145,26.683,24.481,25.11
1281,24.324,35.694,33.833,32.855,30.145,26.714,24.481,25.11
1282,24.073,36.072,33.77,32.887,30.145,26.714,24.481,25.11
1283,24.01,36.293,33.801,32.887,30.177,26.746,24.513,25.11
1284,24.324,35.757,33.801,32.887,30.177,26.746,24.513,25.11
1285,24.23,35.883,33.77,32.887,30.177,26.777,24.544,25.11
1286,23.978,36.293,33.77,32.887,30.208,26.809,24.513,25.11
1287,24.23,35.883,33.833,32.918,30.208,26.777,24.544,25.11
1288,24.324,35.694,33.801,32.918,30.24,26.84,24.513,25.11
1289,24.01,36.23,33.77,32.918,30.24,26.809,24.544,25.11
1290,24.135,36.009,33.801,32.887,30.24,26.872,24.544,25.11
1291,24.355,35.568,33.801,32.918,30.24,26.872,24.544,25.079
1292,24.073,36.041,33.77,32.918,30.271,26.872,24.513,25.11
1293,24.041,36.136,33.801,32.918,30.271,26.903,24.576,25.079
1294,24.355,35.599,33.77,32.95,30.303,26.903,24.576,25.11
1295,24.23,35.788,33.77,32.918,30.303,26.934,24.576,25.11
1296,24.01,36.104,33.77,32.918,30.303,26.934,24.544,25.079
1297,24.293,35.662,33.77,32.918,30.303,26.966,24.576,25.079
1298,24.324,35.568,33.77,32.918,30.366,26.997,24.576,25.11
1299,24.01,36.104,33.738,32.918,30.334,26.966,24.607,25.11
1300,24.23,35.788,33.738,32.918,30.334,26.997,24.576,25.11
1301,24.387,35.441,33.738,32.918,30.366,26.997,24.607,25.142
1302,24.073,35.915,33.675,32.95,30.366,27.029,24.638,25.079
1303,24.167,35.883,33.707,32.918,30.366,27.029,24.607,25.11
1304,24.387,35.378,33.738,32.918,30.366,27.06,24.607,25.079
1305,24.167,35.725,33.644,32.918,30.397,27.092,24.638,25.11
1306,24.104,35.915,33.675,32.887,30.397,27.06,24.638,25.11
1307,24.387,35.378,33.675,32.887,30.397,27.123,24.638,25.11
1308,24.293,35.473,33.644,32.918,30.397,27.092,24.638,25.142
1309,24.041,35.883,33.612,32.887,30.429,27.123,24.638,25.11
1310,24.324,35.504,33.644,32.887,30.429,27.155,24.67,25.11
1311,24.387,35.284,33.644,32.887,30.429,27.155,24.67,25.079
1312,24.073,35.82,33.612,32.887,30.429,27.186,24.67,25.11
1313,24.23,35.536,33.644,32.887,30.46,27.155,24.67,25.11
