time (s),reference,Peltier,x = 0.1cm,x = 2.1cm,x = 6.1cm,x = 14.1cm,x = 30.1cm,x = 62.2cm
1314,24.481,35.094,33.612,32.887,30.46,27.186,24.67,25.11
1315,24.167,35.568,33.549,32.855,30.46,27.218,24.67,25.11
1316,24.135,35.662,33.58,32.855,30.46,27.249,24.701,25.11
1317,24.45,35.126,33.58,32.855,30.46,27.218,24.701,25.079
1318,24.293,35.284,33.517,32.824,30.492,27.249,24.701,25.079
1319,24.104,35.631,33.517,32.824,30.46,27.281,24.733,25.11
1320,24.355,35.189,33.549,32.824,30.492,27.249,24.733,25.079
1321,24.387,35.063,33.486,32.824,30.46,27.281,24.733,25.11
1322,24.104,35.599,33.486,32.792,30.492,27.281,24.701,25.079
1323,24.261,35.315,33.486,32.792,30.492,27.312,24.733,25.11
1324,24.513,34.842,33.486,32.792,30.492,27.312,24.733,25.11
1325,24.23,35.284,33.423,32.792,30.492,27.344,24.733,25.11
1326,24.135,35.41,33.423,32.792,30.523,27.344,24.733,25.079
1327,24.45,34.874,33.454,32.761,30.523,27.344,24.764,25.11
1328,24.387,34.905,33.391,32.761,30.523,27.344,24.764,25.11
1329,24.167,35.347,33.328,32.761,30.523,27.375,24.764,25.079
1330,24.387,34.905,33.391,32.729,30.523,27.375,24.764,25.11
1331,24.481,34.716,33.328,32.729,30.523,27.406,24.764,25.11
1332,24.167,35.221,33.265,32.729,30.523,27.438,24.796,25.079
1333,24.293,35,33.297,32.698,30.523,27.438,24.796,25.11
1334,24.544,34.558,33.297,32.698,30.523,27.406,24.796,25.079
1335,24.23,35,33.202,32.666,30.523,27.469,24.796,25.11
1336,24.198,35.063,33.234,32.635,30.523,27.469,24.796,25.11
1337,24.481,34.495,33.234,32.635,30.555,27.469,24.796,25.11
1338,24.387,34.621,33.171,32.603,30.523,27.469,24.827,25.11
1339,24.198,35,33.139,32.635,30.523,27.469,24.827,25.11
1340,24.418,34.558,33.139,32.603,30.555,27.501,24.859,25.079
1341,24.481,34.4,33.139,32.572,30.523,27.501,24.827,25.11
1342,24.135,34.905,33.044,32.572,30.523,27.532,24.859,25.11
1343,24.324,34.621,33.108,32.572,30.523,27.532,24.827,25.11
1344,24.513,34.18,33.044,32.54,30.523,27.532,24.859,25.11
1345,24.261,34.653,33.013,32.509,30.492,27.564,24.89,25.11
1346,24.261,34.684,33.013,32.509,30.523,27.532,24.827,25.079
1347,24.513,34.148,33.013,32.509,30.523,27.595,24.859,25.11
1348,24.387,34.306,32.95,32.477,30.523,27.564,24.89,25.079
1349,24.198,34.684,32.918,32.477,30.523,27.564,24.89,25.079
1350,24.45,34.211,32.918,32.414,30.492,27.595,24.89,25.11
1351,24.513,34.022,32.887,32.414,30.523,27.595,24.89,25.079
1352,24.23,34.495,32.824,32.383,30.523,27.595,24.89,25.11
1353,24.355,34.243,32.855,32.383,30.523,27.595,24.921,25.11
1354,24.576,33.77,32.824,32.383,30.523,27.627,24.921,25.079
1355,24.293,34.243,32.761,32.383,30.523,27.627,24.921,25.11
1356,24.293,34.274,32.761,32.319,30.492,27.658,24.921,25.079
1357,24.576,33.707,32.761,32.288,30.492,27.627,24.921,25.11
1358,24.45,33.896,32.698,32.288,30.46,27.658,24.953,25.079
1359,24.23,34.211,32.666,32.288,30.46,27.69,24.953,25.079
1360,24.481,33.77,32.698,32.225,30.46,27.658,24.953,25.079
1361,24.544,33.58,32.603,32.225,30.492,27.69,24.953,25.11
1362,24.293,34.053,32.572,32.193,30.46,27.69,24.921,25.11
1363,24.387,33.77,32.572,32.193,30.46,27.69,24.984,25.079
1364,24.576,33.328,32.54,32.162,30.46,27.721,24.984,25.11
1365,24.324,33.833,32.477,32.13,30.429,27.721,24.984,25.11
1366,24.324,33.833,32.477,32.099,30.46,27.721,24.984,25.11
1367,24.607,33.265,32.446,32.099,30.46,27.721,24.953,25.11
1368,24.45,33.423,32.383,32.067,30.429,27.753,25.016,25.079
1369,24.261,33.801,32.351,32.036,30.429,27.753,25.016,25.11
1370,24.481,33.328,32.351,32.036,30.429,27.784,24.984,25.079
1371,24.576,33.076,32.319,32.004,30.397,27.784,25.016,25.11
1372,24.293,33.58,32.256,31.973,30.397,27.784,25.016,25.11
1373,24.418,33.391,32.256,31.941,30.397,27.784,24.984,25.11
1374,24.638,32.855,32.256,31.941,30.397,27.784,25.047,25.079
1375,24.418,33.234,32.162,31.91,30.366,27.784,25.047,25.11
1376,24.293,33.423,32.162,31.878,30.366,27.816,25.016,25.11
1377,24.544,32.918,32.13,31.847,30.366,27.784,25.016,25.079
1378,24.544,32.855,32.067,31.815,30.334,27.816,25.047,25.11
1379,24.293,33.265,32.036,31.815,30.334,27.816,25.079,25.11
1380,24.513,32.887,32.004,31.752,30.334,27.816,25.047,25.11
1381,24.67,32.54,31.973,31.721,30.303,27.847,25.079,25.11
1382,24.293,33.076,31.91,31.721,30.303,27.847,25.079,25.079
1383,24.387,32.887,31.91,31.689,30.303,27.816,25.079,25.079
1384,24.67,32.383,31.878,31.658,30.271,27.847,25.079,25.079
1385,24.481,32.698,31.815,31.626,30.271,27.816,25.079,25.11
1386,24.324,32.887,31.784,31.595,30.271,27.879,25.11,25.11
1387,24.576,32.414,31.784,31.595,30.271,27.816,25.11,25.11
1388,24.576,32.351,31.721,31.563,30.24,27.879,25.11,25.11
1389,24.324,32.729,31.689,31.5,30.24,27.879,25.11,25.11
1390,24.513,32.351,31.658,31.469,30.24,27.879,25.142,25.11
1391,24.67,32.004,31.626,31.437,30.208,27.91,25.142,25.11
1392,24.355,32.509,31.532,31.406,30.208,27.879,25.142,25.11
1393,24.418,32.351,31.532,31.374,30.177,27.879,25.142,25.079
1394,24.67,31.878,31.5,31.374,30.177,27.91,25.142,25.079
1395,24.418,32.193,31.437,31.343,30.177,27.91,25.142,25.079
1396,24.355,32.351,31.437,31.311,30.145,27.879,25.142,25.079
1397,24.607,31.847,31.406,31.248,30.114,27.91,25.142,25.11
1398,24.607,31.784,31.343,31.248,30.145,27.941,25.173,25.11
1399,24.293,32.162,31.28,31.217,30.114,27.91,25.173,25.11
1400,24.576,31.784,31.28,31.185,30.114,27.91,25.173,25.11
1401,24.67,31.5,31.185,31.154,30.082,27.91,25.173,25.11
1402,24.387,31.973,31.122,31.091,30.082,27.941,25.173,25.11
1403,24.481,31.784,31.154,31.059,30.051,27.91,25.204,25.079
1404,24.733,31.311,31.091,31.027,30.019,27.91,25.173,25.11
1405,24.481,31.658,30.996,30.996,30.019,27.91,25.204,25.11
1406,24.418,31.784,30.996,30.964,29.988,27.941,25.204,25.079
1407,24.67,31.248,30.964,30.933,29.988,27.91,25.236,25.11
1408,24.607,31.248,30.901,30.901,29.956,27.941,25.204,25.142
1409,24.387,31.626,30.87,30.87,29.956,27.941,25.236,25.079
1410,24.576,31.217,30.838,30.838,29.956,27.941,25.204,25.11
1411,24.733,30.901,30.775,30.807,29.956,27.973,25.204,25.079
1412,24.45,31.406,30.744,30.775,29.893,27.941,25.267,25.11
1413,24.513,31.217,30.744,30.712,29.893,27.973,25.236,25.079
1414,24.764,30.712,30.681,30.712,29.862,27.941,25.267,25.11
1415,24.544,31.059,30.586,30.649,29.831,27.941,25.267,25.11
1416,24.387,31.248,30.586,30.618,29.862,27.941,25.267,25.11
1417,24.67,30.744,30.555,30.618,29.831,27.973,25.267,25.079
1418,24.733,30.523,30.523,30.555,29.768,27.941,25.267,25.11
1419,24.418,30.996,30.429,30.492,29.799,27.973,25.299,25.079
1420,24.607,30.775,30.397,30.492,29.799,27.973,25.299,25.11
1421,24.764,30.271,30.366,30.46,29.736,27.973,25.299,25.079
1422,24.513,30.681,30.271,30.397,29.705,27.941,25.299,25.11
1423,24.481,30.681,30.24,30.366,29.736,27.941,25.299,25.11
1424,24.764,30.177,30.208,30.334,29.705,27.973,25.299,25.11
1425,24.67,30.271,30.145,30.303,29.673,27.973,25.299,25.079
1426,24.418,30.618,30.114,30.24,29.673,27.941,25.33,25.11
1427,24.638,30.271,30.114,30.208,29.642,27.973,25.33,25.079
1428,24.796,29.831,29.988,30.177,29.61,27.973,25.33,25.11
1429,24.481,30.303,29.956,30.114,29.579,27.973,25.33,25.11
1430,24.513,30.24,29.925,30.082,29.579,27.941,25.33,25.11
1431,24.764,29.736,29.893,30.051,29.547,27.941,25.33,25.142
1432,24.67,29.831,29.799,30.019,29.516,27.941,25.362,25.142
1433,24.45,30.177,29.768,29.956,29.516,27.941,25.362,25.11
1434,24.67,29.768,29.768,29.925,29.484,27.941,25.362,25.11
1435,24.827,29.358,29.673,29.893,29.484,27.941,25.362,25.142
1436,24.513,29.893,29.61,29.862,29.453,27.973,25.362,25.079
1437,24.576,29.768,29.579,29.799,29.421,27.973,25.393,25.11
1438,24.796,29.264,29.547,29.768,29.421,27.941,25.362,25.11
1439,24.701,29.421,29.484,29.705,29.39,27.941,25.393,25.11
1440,24.513,29.673,29.453,29.705,29.39,27.973,25.393,25.11
1441,24.796,29.232,29.421,29.61,29.327,27.941,25.393,25.11
1442,24.796,28.98,29.358,29.579,29.327,27.91,25.393,25.11
1443,24.513,29.421,29.264,29.547,29.264,27.941,25.393,25.11
1444,24.638,29.201,29.264,29.516,29.264,27.941,25.425,25.11
1445,24.859,28.728,29.201,29.484,29.264,27.941,25.393,25.11
1446,24.607,29.106,29.106,29.421,29.232,27.941,25.425,25.11
1447,24.513,29.201,29.075,29.358,29.169,27.941,25.393,25.11
1448,24.764,28.728,29.075,29.327,29.169,27.941,25.425,25.079
1449,24.796,28.571,28.98,29.295,29.138,27.91,25.425,25.11
1450,24.544,28.98,28.917,29.264,29.106,27.91,25.425,25.11
1451,24.733,28.634,28.886,29.201,29.106,27.91,25.456,25.11
1452,24.859,28.225,28.854,29.138,29.075,27.91,25.456,25.11
1453,24.576,28.728,28.76,29.106,29.043,27.941,25.456,25.11
1454,24.576,28.634,28.728,29.075,29.043,27.941,25.456,25.11
1455,24.827,28.099,28.728,29.012,29.012,27.91,25.456,25.11
1456,24.701,28.225,28.603,28.98,28.98,27.91,25.456,25.11
1457,24.481,28.603,28.571,28.917,28.949,27.91,25.456,25.11
1458,24.701,28.225,28.54,28.917,28.917,27.91,25.487,25.11
1459,24.89,27.753,28.477,28.886,28.886,27.91,25.487,25.11
1460,24.607,28.225,28.382,28.823,28.886,27.91,25.456,25.11
1461,24.607,28.193,28.382,28.76,28.854,27.879,25.487,25.11
1462,24.827,27.721,28.319,28.728,28.854,27.879,25.487,25.11
1463,24.827,27.69,28.225,28.665,28.791,27.879,25.487,25.079
1464,24.576,28.067,28.162,28.634,28.76,27.847,25.487,25.11
1465,24.733,27.69,28.162,28.571,28.728,27.879,25.519,25.11
1466,24.921,27.281,28.099,28.54,28.697,27.847,25.519,25.079
1467,24.607,27.721,28.004,28.477,28.697,27.847,25.487,25.11
1468,24.67,27.69,27.973,28.445,28.665,27.847,25.519,25.11
1469,24.89,27.186,27.941,28.382,28.634,27.816,25.519,25.079
1470,24.764,27.281,27.847,28.351,28.634,27.847,25.519,25.11
1471,24.544,27.564,27.816,28.319,28.571,27.847,25.519,25.11
1472,24.733,27.186,27.784,28.225,28.571,27.847,25.519,25.11
1473,24.921,26.777,27.721,28.193,28.54,27.816,25.55,25.11
1474,24.67,27.249,27.627,28.162,28.508,27.816,25.55,25.11
1475,24.67,27.218,27.595,28.099,28.477,27.816,25.55,25.142
1476,24.827,26.777,27.564,28.067,28.414,27.816,25.55,25.11
1477,24.859,26.651,27.469,28.004,28.414,27.816,25.55,25.11
1478,24.576,26.966,27.406,27.941,28.382,27.784,25.55,25.079
1479,24.733,26.651,27.375,27.91,28.351,27.784,25.55,25.142
1480,24.921,26.274,27.312,27.847,28.319,27.816,25.582,25.11
1481,24.638,26.746,27.218,27.816,28.288,27.784,25.55,25.11
1482,24.701,26.651,27.218,27.753,28.256,27.753,25.613,25.11
1483,24.89,26.148,27.155,27.721,28.225,27.753,25.582,25.11
1484,24.827,26.211,27.029,27.658,28.225,27.753,25.582,25.11
1485,24.607,26.588,26.997,27.595,28.162,27.753,25.55,25.11
1486,24.733,26.242,26.997,27.564,28.13,27.721,25.613,25.11
1487,24.953,25.771,26.903,27.532,28.13,27.721,25.613,25.11
1488,24.67,26.148,26.809,27.469,28.099,27.721,25.582,25.11
1489,24.638,26.242,26.809,27.406,28.067,27.721,25.613,25.142
1490,24.827,25.802,26.746,27.344,28.036,27.721,25.613,25.11
1491,24.921,25.487,26.683,27.312,27.973,27.69,25.613,25.11
1492,24.607,25.991,26.588,27.281,27.973,27.69,25.613,25.11
1493,24.701,25.802,26.588,27.218,27.941,27.658,25.613,25.11
1494,24.953,25.362,26.525,27.155,27.91,27.69,25.613,25.11
1495,24.796,25.519,26.431,27.123,27.879,27.69,25.582,25.11
1496,24.607,25.708,26.368,27.06,27.816,27.658,25.645,25.11
1497,24.859,25.33,26.337,26.997,27.816,27.627,25.645,25.11
1498,24.953,24.953,26.274,26.997,27.784,27.627,25.613,25.142
1499,24.638,25.456,26.179,26.934,27.753,27.627,25.613,25.11
1500,24.764,25.267,26.148,26.872,27.69,27.595,25.645,25.11
1501,24.953,24.796,26.117,26.777,27.69,27.627,25.613,25.11
1502,24.796,25.047,25.991,26.746,27.658,27.627,25.645,25.11
1503,24.638,25.236,25.959,26.714,27.595,27.595,25.645,25.11
1504,24.827,24.827,25.928,26.651,27.564,27.595,25.676,25.142
1505,25.016,24.481,25.865,26.588,27.532,27.564,25.676,25.142
1506,24.733,24.921,25.771,26.557,27.532,27.564,25.645,25.11
1507,24.733,24.827,25.771,26.494,27.469,27.564,25.645,25.11
1508,24.921,24.324,25.708,26.463,27.438,27.564,25.676,25.142
1509,24.827,24.45,25.582,26.368,27.438,27.564,25.676,25.11
1510,24.67,24.733,25.55,26.305,27.375,27.532,25.676,25.11
1511,24.859,24.355,25.519,26.274,27.344,27.501,25.676,25.142
1512,24.984,23.947,25.456,26.242,27.312,27.532,25.708,25.142
1513,24.67,24.418,25.362,26.179,27.249,27.501,25.676,25.11
1514,24.701,24.387,25.362,26.117,27.218,27.469,25.708,25.11
1515,24.89,23.947,25.299,26.085,27.218,27.501,25.708,25.11
1516,24.953,23.758,25.204,26.054,27.186,27.469,25.676,25.142
1517,24.67,24.198,25.142,25.991,27.155,27.469,25.708,25.11
1518,24.796,23.978,25.142,25.928,27.092,27.469,25.708,25.11
1519,24.984,23.538,25.079,25.865,27.092,27.438,25.708,25.11
1520,24.827,23.727,24.953,25.802,27.029,27.438,25.708,25.142
1521,24.67,23.915,24.921,25.771,26.997,27.438,25.676,25.11
1522,24.859,23.57,24.89,25.708,26.966,27.406,25.708,25.11
1523,25.016,23.161,24.796,25.676,26.934,27.375,25.708,25.11
1524,24.733,23.601,24.733,25.613,26.903,27.375,25.708,25.142
1525,24.796,23.538,24.701,25.55,26.872,27.375,25.708,25.142
1526,24.953,23.098,24.638,25.487,26.84,27.375,25.708,25.11
1527,24.921,23.098,24.544,25.425,26.777,27.375,25.708,25.142
1528,24.67,23.444,24.481,25.393,26.777,27.344,25.739,25.142
1529,24.89,23.098,24.45,25.362,26.714,27.312,25.708,25.11
1530,25.047,22.69,24.418,25.299,26.683,27.312,25.739,25.11
1531,24.764,23.098,24.324,25.236,26.651,27.312,25.739,25.11
1532,24.733,23.13,24.293,25.173,26.62,27.281,25.739,25.142
1533,24.921,22.721,24.261,25.11,26.588,27.281,25.739,25.142
1534,25.016,22.407,24.167,25.11,26.557,27.249,25.739,25.142
1535,24.701,22.878,24.073,25.016,26.525,27.249,25.739,25.11
1536,24.827,22.69,24.041,24.953,26.463,27.218,25.739,25.11
1537,25.047,22.218,24.01,24.921,26.463,27.218,25.739,25.142
1538,24.827,22.438,23.884,24.859,26.4,27.218,25.739,25.142
1539,24.764,22.627,23.821,24.796,26.368,27.186,25.771,25.11
1540,24.921,22.25,23.79,24.764,26.337,27.218,25.739,25.142
1541,25.047,21.873,23.727,24.733,26.305,27.186,25.771,25.142
1542,24.733,22.375,23.664,24.638,26.305,27.155,25.771,25.142
1543,24.796,22.218,23.632,24.607,26.211,27.155,25.771,25.142
1544,24.984,21.81,23.601,24.544,26.211,27.123,25.771,25.11
1545,24.984,21.747,23.475,24.513,26.148,27.123,25.771,25.142
1546,24.733,22.156,23.444,24.45,26.117,27.092,25.771,25.142
1547,24.827,21.936,23.444,24.387,26.117,27.092,25.771,25.142
1548,25.047,21.465,23.35,24.355,26.022,27.06,25.771,25.142
1549,24.89,21.684,23.255,24.293,26.022,27.06,25.802,25.11
1550,24.701,21.873,23.192,24.23,25.991,27.06,25.802,25.173
1551,24.921,21.527,23.192,24.167,25.959,27.06,25.771,25.142
1552,25.079,21.119,23.098,24.104,25.896,27.029,25.802,25.142
1553,24.796,21.496,23.004,24.073,25.865,27.029,25.771,25.142
1554,24.733,21.559,22.973,24.01,25.833,26.997,25.802,25.11
1555,24.953,21.15,22.91,23.978,25.771,26.997,25.802,25.142
1556,25.047,20.836,22.878,23.915,25.771,26.934,25.802,25.173
1557,24.764,21.307,22.784,23.853,25.708,26.966,25.771,25.142
1558,24.796,21.182,22.753,23.79,25.708,26.934,25.802,25.142
1559,25.016,20.774,22.721,23.758,25.645,26.934,25.833,25.142
1560,24.984,20.711,22.627,23.695,25.582,26.903,25.802,25.11
1561,24.764,21.119,22.533,23.632,25.55,26.872,25.771,25.142
1562,24.859,20.868,22.533,23.57,25.519,26.903,25.802,25.142
1563,25.079,20.428,22.47,23.538,25.487,26.84,25.771,25.142
1564,24.921,20.585,22.375,23.475,25.487,26.84,25.802,25.11
1565,24.733,20.868,22.313,23.444,25.425,26.872,25.802,25.142
1566,24.89,20.554,22.313,23.381,25.393,26.809,25.771,25.142
1567,25.079,20.083,22.25,23.35,25.33,26.809,25.802,25.142
1568,24.827,20.428,22.124,23.287,25.299,26.777,25.802,25.142
1569,24.796,20.522,22.124,23.255,25.267,26.777,25.802,25.142
1570,24.953,20.177,22.093,23.161,25.236,26.746,25.802,25.142
1571,25.079,19.863,21.999,23.13,25.173,26.746,25.802,25.142
1572,24.796,20.24,21.936,23.067,25.173,26.714,25.802,25.142
1573,24.859,20.083,21.904,23.004,25.142,26.714,25.802,25.142
1574,25.079,19.643,21.841,22.973,25.079,26.714,25.833,25.142
1575,24.859,19.926,21.747,22.91,25.047,26.683,25.802,25.142
1576,24.796,20.02,21.716,22.847,25.016,26.651,25.833,25.142
1577,24.921,19.675,21.653,22.784,24.984,26.651,25.802,25.142
1578,25.079,19.329,21.59,22.753,24.921,26.62,25.802,25.173
1579,24.827,19.769,21.496,22.69,24.89,26.62,25.802,25.142
1580,24.827,19.738,21.465,22.627,24.827,26.588,25.833,25.142
1581,24.984,19.361,21.465,22.564,24.796,26.588,25.802,25.173
1582,25.047,19.141,21.37,22.533,24.796,26.557,25.833,25.142
1583,24.796,19.581,21.276,22.47,24.764,26.557,25.833,25.173
1584,24.89,19.392,21.276,22.438,24.701,26.525,25.802,25.142
1585,25.047,18.984,21.213,22.344,24.67,26.525,25.833,25.142
1586,24.921,19.141,21.119,22.344,24.638,26.494,25.833,25.142
1587,24.764,19.392,21.056,22.25,24.576,26.494,25.802,25.142
1588,24.921,19.11,21.056,22.218,24.544,26.463,25.833,25.173
1589,25.11,18.67,20.993,22.187,24.513,26.431,25.833,25.173
1590,24.89,18.984,20.899,22.124,24.481,26.431,25.802,25.142
1591,24.796,19.11,20.868,22.093,24.45,26.431,25.833,25.142
1592,24.984,18.733,20.836,22.03,24.387,26.368,25.833,25.142
1593,25.11,18.419,20.774,21.967,24.355,26.4,25.802,25.142
1594,24.827,18.827,20.679,21.904,24.324,26.368,25.865,25.142
1595,24.859,18.733,20.648,21.841,24.293,26.337,25.833,25.173
1596,25.047,18.388,20.617,21.81,24.261,26.337,25.833,25.142
1597,25.079,18.2,20.522,21.779,24.23,26.305,25.802,25.173
1598,24.796,18.639,20.46,21.747,24.198,26.305,25.833,25.142
1599,24.921,18.451,20.428,21.653,24.135,26.274,25.833,25.173
1600,25.079,18.011,20.428,21.622,24.104,26.274,25.833,25.142
1601,24.984,18.2,20.303,21.559,24.073,26.274,25.833,25.173
1602,24.796,18.419,20.271,21.496,24.041,26.242,25.802,25.173
1603,24.953,18.137,20.24,21.433,23.978,26.211,25.833,25.173
1604,25.11,17.729,20.146,21.402,23.947,26.179,25.833,25.173
1605,24.859,18.106,20.083,21.37,23.915,26.179,25.833,25.173
1606,24.796,18.168,20.083,21.307,23.884,26.148,25.833,25.173
1607,24.984,17.823,20.051,21.276,23.821,26.148,25.833,25.142
1608,25.11,17.478,19.957,21.213,23.79,26.117,25.833,25.173
1609,24.827,17.949,19.894,21.15,23.758,26.117,25.833,25.142
1610,24.859,17.855,19.863,21.119,23.758,26.085,25.833,25.173
1611,25.016,17.478,19.832,21.056,23.664,26.054,25.833,25.142
1612,25.047,17.384,19.738,21.025,23.632,26.054,25.802,25.142
1613,24.827,17.729,19.706,20.993,23.57,26.022,25.802,25.173
1614,24.89,17.478,19.675,20.899,23.57,26.022,25.802,25.173
1615,25.079,17.133,19.612,20.868,23.507,25.991,25.802,25.173
1616,24.921,17.384,19.518,20.805,23.507,25.959,25.802,25.173
1617,24.764,17.541,19.486,20.774,23.444,25.928,25.802,25.173
1618,24.953,17.259,19.455,20.711,23.412,25.928,25.802,25.204
1619,25.11,16.851,19.424,20.679,23.381,25.928,25.833,25.173
1620,24.859,17.259,19.329,20.648,23.35,25.896,25.833,25.204
1621,24.827,17.321,19.298,20.585,23.287,25.865,25.833,25.173
1622,24.984,16.945,19.267,20.522,23.287,25.833,25.802,25.173
1623,25.142,16.663,19.204,20.491,23.224,25.865,25.802,25.204
1624,24.859,17.133,19.141,20.428,23.192,25.802,25.802,25.173
1625,24.827,17.039,19.11,20.397,23.192,25.802,25.833,25.142
1626,25.016,16.663,19.078,20.397,23.13,25.771,25.802,25.173
1627,25.079,16.475,19.016,20.303,23.098,25.771,25.833,25.173
1628,24.827,16.914,18.921,20.271,23.035,25.771,25.833,25.173
1629,24.89,16.694,18.921,20.177,23.035,25.708,25.802,25.204
1630,25.047,16.318,18.89,20.177,22.973,25.708,25.802,25.173
1631,24.953,16.537,18.796,20.114,22.941,25.708,25.802,25.173
1632,24.827,16.694,18.765,20.051,22.878,25.708,25.802,25.173
1633,24.984,16.38,18.733,20.02,22.847,25.676,25.833,25.204
1634,25.11,16.036,18.639,19.957,22.847,25.613,25.802,25.173
1635,24.796,16.506,18.576,19.926,22.784,25.582,25.802,25.204
1636,24.796,16.475,18.576,19.894,22.753,25.613,25.802,25.173
1637,24.827,16.13,18.545,19.863,22.721,25.582,25.802,25.204
1638,25.11,15.847,18.482,19.8,22.69,25.582,25.802,25.173
1639,24.827,16.349,18.388,19.769,22.658,25.519,25.833,25.204
1640,24.859,16.224,18.388,19.706,22.627,25.519,25.802,25.204
1641,25.016,15.847,18.357,19.675,22.564,25.519,25.833,25.204
1642,25.047,15.753,18.262,19.612,22.533,25.487,25.802,25.204
1643,24.764,16.192,18.231,19.581,22.501,25.456,25.802,25.142
1644,24.859,16.036,18.231,19.518,22.47,25.425,25.802,25.204
1645,25.079,15.628,18.2,19.486,22.438,25.425,25.802,25.173
1646,24.984,15.753,18.106,19.455,22.375,25.393,25.771,25.173
1647,24.733,16.067,18.074,19.361,22.344,25.393,25.802,25.204
1648,24.921,15.785,18.043,19.361,22.313,25.362,25.771,25.204
1649,25.079,15.409,18.011,19.329,22.281,25.33,25.802,25.204
1650,24.953,15.565,17.917,19.298,22.25,25.33,25.802,25.173
1651,24.796,15.847,17.886,19.235,22.218,25.299,25.771,25.204
1652,24.921,15.628,17.886,19.204,22.187,25.267,25.771,25.204
1653,25.079,15.189,17.855,19.173,22.156,25.267,25.771,25.204
1654,24.921,15.471,17.76,19.11,22.124,25.267,25.802,25.204
1655,24.764,15.691,17.729,19.078,22.093,25.236,25.802,25.204
1656,24.953,15.409,17.729,19.016,22.03,25.236,25.771,25.173
1657,25.11,15.032,17.698,19.016,22.03,25.173,25.771,25.204
1658,24.89,15.346,17.604,18.953,21.999,25.204,25.771,25.204
1659,24.827,15.471,17.604,18.921,21.967,25.142,25.771,25.204
1660,25.079,15.158,17.604,18.89,21.936,25.142,25.771,25.204
1661,25.11,14.844,17.51,18.827,21.904,25.11,25.771,25.173
1662,24.827,15.252,17.478,18.796,21.873,25.079,25.771,25.204
1663,24.89,15.158,17.447,18.765,21.81,25.047,25.771,25.204
1664,25.047,14.813,17.415,18.702,21.779,25.047,25.771,25.204
1665,25.016,14.844,17.321,18.702,21.747,25.016,25.771,25.236
1666,24.764,15.22,17.29,18.67,21.716,24.984,25.771,25.204
1667,24.859,14.97,17.29,18.608,21.684,24.984,25.771,25.236
1668,25.079,14.594,17.259,18.576,21.653,24.921,25.771,25.204
1669,24.953,14.813,17.196,18.513,21.622,24.921,25.739,25.236
